㓦划	㓦劃
大丰	大豊
大丰市	大豊市
大丰收	大豊収
大丰簋	大豊簋
大义觉迷录	大義覚迷録
大乌苏里岛	大烏蘇里島
大事化小小事化了	大事化小小事化了
大于	大於
大人药	大人薬
大仁药专	大仁薬専
大价钱	大価銭
大众捷运系统	大衆捷運系統
大伙	大夥
大伙人	大夥人
大伙儿	大夥児
大余	大余
大余县	大余県
大便干燥	大便乾燥
大修	大修
大修理	大修理
大修理基金	大修理基金
大修道院	大修道院
大修道院长	大修道院長
大借款	大借款
大傢伙儿	大傢伙児
大元大一统志	大元大一統誌
大党	大党
大兵团	大兵団
大冲	大沖
大减价	大減価
大凶	大凶
大出	大出
大出丧	大出喪
大出其汗	大出其汗
大出意料之外	大出意料之外
大出手	大出手
大出血	大出血
大出锋头	大出鋒頭
大出风头	大出風頭
大利面	大利麺
大别	大別
大别山	大別山
大别山脉	大別山脈
大制作	大製作
大力发展	大力発展
大动干戈	大動干戈
大千	大千
大千世界	大千世界
大华技术学院	大華技術学院
大协奏曲	大協奏曲
大单于	大単于
大卤面	大滷麺
大卷	大巻
大厂	大廠
大厂县	大廠県
大厂回族自治县	大廠回族自治県
大历	大暦
大历十才子	大暦十才子
大历史	大歴史
大厦栋梁	大廈棟梁
大发	大発
大发利市	大発利市
大发慈悲	大発慈悲
大发牢骚	大発牢騒
大发神威	大発神威
大发脾气	大発脾気
大发雷霆	大発雷霆
大叔于田	大叔于田
大只	大隻
大台	大台
大台北	大台北
大台北区	大台北区
大叶合欢	大葉合歓
大叶大学	大葉大学
大叶性肺炎	大葉性肺炎
大叶桉	大葉桉
大叶野百合	大葉野百合
大叹	大嘆
大合唱	大合唱
大同	大同
大同世界	大同世界
大同主义	大同主義
大同之世	大同之世
大同乡	大同郷
大同书	大同書
大同区	大同区
大同县	大同県
大同商专	大同商専
大同国中	大同国中
大同大学	大同大学
大同小异	大同小異
大同市	大同市
大同教	大同教
大同煤矿	大同煤礦
大同盆地	大同盆地
大同盟	大同盟
大同社会	大同社会
大同路	大同路
大后天	大後天
大后年	大後年
大后方	大後方
大周后	大周后
大周折	大周折
大咸	大咸
大哗	大譁
大回	大回
大回朝	大回朝
大团	大団
大团圆	大団円
大团白脸	大団白臉
大团结	大団結
大国家党	大国家党
大地回春	大地回春
大地春回	大地春回
大场面	大場面
大型钟	大型鐘
大型钟表	大型鐘錶
大型钟表面	大型鐘表面
大型钟面	大型鐘面
大天后宫	大天后宮
大夫松	大夫松
大头症	大頭症
大头针	大頭針
大头面目	大頭面目
大夸	大誇
大奸	大奸
大奸似忠	大奸似忠
大姑娘	大姑娘
大姑娘坐花轿	大姑娘坐花轎
大娘	大娘
大娘子	大娘子
大家伙儿	大家夥児
大家风范	大家風範
大尽	大尽
大山谷州立大学	大山谷州立大学
大岩桐	大巌桐
大峡谷	大峡谷
大布	大布
大布棚	大布棚
大干	大幹
大干一场	大幹一場
大干一票	大幹一票
大干特干	大幹特幹
大幸	大幸
大廉价	大廉価
大当	大当
大志	大志
大恶	大悪
大才	大才
大才小用	大才小用
大才槃槃	大才槃槃
大打出手	大打出手
大打折扣	大打折扣
大折儿	大摺児
大抚台	大撫台
大搜	大捜
大摆	大擺
大摆褶子	大擺褶子
大摇大摆	大揺大擺
大放异彩	大放異彩
大放异采	大放異采
大政方针	大政方針
大敌当前	大敵当前
大斗	大斗
大斗小秤	大斗小秤
大方向	大方向
大旱云霓	大旱雲霓
大旱望云霓	大旱望雲霓
大明历	大明暦
大明历史	大明歴史
大明大摆	大明大擺
大是不同	大是不同
大曲	大麹
大曲道	大曲道
大曲酒	大麹酒
大有分别	大有分別
大有斩获	大有斬獲
大本钟	大本鐘
大本钟敲	大本鐘敲
大来历	大来歴
大杯	大杯
大板	大板
大板根	大板根
大板车	大板車
大核	大核
大梁	大梁
大楼监控系统	大楼監控系統
大榄涌	大欖湧
大欲	大欲
大武仑	大武崙
大气团	大気団
大气折射	大気折射
大气系	大気系
大水冲倒龙王庙	大水沖倒竜王廟
大水冲倒龙王殿	大水沖倒竜王殿
大水冲溺	大水沖溺
大汉技术学院	大漢技術学院
大汗淋漓	大汗淋漓
大海捞针	大海撈針
大涌	大涌
大润发	大潤発
大涨小回	大漲小回
大清一统志	大清一統志
大湄公河次区域合作	大湄公河次区域合作
大溪豆干	大渓豆幹
大烟	大煙
大爱台	大愛台
大班制	大班制
大理岩	大理岩
大病初愈	大病初癒
大症	大症
大白日里借不出个干灯盏来	大白日裏借不出個乾灯盞来
大目干连	大目乾連
大目干连冥间救母变文	大目乾連冥間救母変文
大秋	大秋
大秋作物	大秋作物
大秋元	大秋元
大笨钟	大笨鐘
大笨钟敲	大笨鐘敲
大精彩	大精彩
大系	大系
大缸里翻油沿路拾芝麻	大缸裏翻油沿路拾芝麻
大老板	大老闆
大而无当	大而無当
大肆搜捕	大肆捜捕
大肠杆菌	大腸桿菌
大肠杆菌群	大腸桿菌群
大胜	大勝
大胡子	大鬍子
大脑出血性中风	大脳出血性中風
大脚婆娘	大脚婆娘
大腔当	大腔当
大致	大致
大致上	大致上
大致说来	大致説来
大舍	大舎
大花面	大花面
大苏打	大蘇打
大英联合王国	大英連合王国
大范围	大範囲
大获	大獲
大获全胜	大獲全勝
大虫	大虫
大虫不吃伏肉	大虫不吃伏肉
大虫口里倒涎	大虫口裏倒涎
大虫吃小虫	大虫吃小虫
大虫头上做窠	大虫頭上做窠
大蜡	大蜡
大衍历	大衍暦
大衍历史	大衍歴史
大表	大表
大表哥	大表哥
大表妹	大表妹
大表姊	大表姊
大表弟	大表弟
大表惊叹	大表驚歎
大裂谷	大裂谷
大角度俯冲轰炸	大角度俯衝轟炸
大言非夸	大言非夸
大谷	大谷
大象口里拔生牙	大象口裏抜生牙
大费周折	大費周折
大费周章	大費周章
大赞	大讚
大辟	大辟
大迦叶	大迦葉
大通回族土族自治县	大通回族土族自治県
大通师范学堂	大通師範学堂
大采	大采
大里	大里
大里市	大里市
大里溪	大里渓
大金发苔	大金髪薹
大鉴	大鑒
大钟	大鐘
大锤	大錘
大门不出二门不迈	大門不出二門不邁
大陆冷气团	大陸冷気団
大陆同胞	大陸同胞
大陆团	大陸団
大陆性气团	大陸性気団
大陆板块	大陸板塊
大陆气团	大陸気団
大陆法系	大陸法系
大陪审团	大陪審団
大难不死必有后禄	大難不死必有後禄
大难不死必有后福	大難不死必有後福
大集合	大集合
大雨如注	大雨如注
大面	大面
大面儿上	大面児上
大面皮儿	大面皮児
大风后	大風後
大风鉴	大風鑑
大食团	大食団
大马步挂	大馬歩掛
大麦克	大麦克
大麦克指数	大麦克指数
大麻烟	大麻煙
大麻里	大麻里
大麻里乡	大麻里郷
大黑松	大黒松
天下大势分久必合合久必分	天下大勢分久必合合久必分
天下安注意相天下危注意将	天下安注意相天下危注意将
天下无难事只怕有心人	天下無難事只怕有心人
天下杂志	天下雑誌
天不从人愿	天不従人願
天人合一	天人合一
天人永别	天人永別
天从人愿	天従人願
天价	天価
天作之合	天作之合
天克地冲	天剋地衝
天冬氨酸	天冬氨酸
天冬苯丙二肽酯	天冬苯丙二肽酯
天冬酰胺	天冬醯胺
天历	天暦
天发神谶碑	天発神讖碑
天台	天台
天台县	天台県
天台女	天台女
天台宗	天台宗
天台山	天台山
天同	天同
天后	天后
天后站	天后站
天后级	天后級
天团	天団
天地万物	天地万物
天地为范	天地為範
天地之别	天地之別
天地可表	天地可表
天地志狼	天地志狼
天坛	天壇
天坛座	天壇座
天壤之别	天壌之別
天复	天覆
天复地载	天覆地載
天妒英才	天妒英才
天孙娘娘	天孫娘娘
天差地别	天差地別
天干	天干
天干地支	天干地支
天干物燥	天乾物燥
天幸	天幸
天心和合	天心和合
天心岩	天心岩
天才	天才
天才儿童	天才児童
天才出自勤奋	天才出自勤奮
天才型	天才型
天才教育	天才教育
天才横溢	天才横溢
天才论	天才論
天文台	天文台
天文学钟	天文学鐘
天文钟	天文鐘
天无三日晴地无三里平	天無三日晴地無三里平
天日之表	天日之表
天昏地暗	天昏地暗
天暗	天暗
天有不测风云	天有不測風雲
天有不测风云人有旦夕祸福	天有不測風雲人有旦夕禍福
天机云锦	天機雲錦
天津师范	天津師範
天津师范大学	天津師範大学
天渊之别	天淵之別
天潢贵胄	天潢貴胄
天然纤维	天然繊維
天璇	天璇
天生干	天生幹
天盟誓表现	天盟誓表現
天纳克	天納克
天纵之才	天縦之才
天缘凑合	天縁湊合
天缘巧合	天縁巧合
天缘注定	天縁注定
天翻地复	天翻地覆
天花板	天花板
天表	天表
天要下雨娘要嫁人	天要下雨嬢要嫁人
天要落雨娘要嫁人	天要落雨嬢要嫁人
天覆地载	天覆地載
天路历程	天路歴程
天门冬	天門冬
天门冬科	天門冬科
天随人愿	天随人願
太乙神针	太乙神針
太仆	太僕
太仆寺	太僕寺
太仆寺卿	太僕寺卿
太仆寺旗	太僕寺旗
太公钓鱼愿者上钩	太公釣魚願者上鉤
太冲	太沖
太初历	太初暦
太初历史	太初歴史
太卜	太卜
太原师范学院	太原師範学院
太后	太后
太咸	太鹹
太好了	太好了
太子党	太子党
太子舍人	太子舎人
太干	太乾
太平御览	太平御覧
太平洋周边	太平洋周辺
太平洋联合铁路	太平洋連合鉄路
太扯了	太扯了
太松	太鬆
太极	太極
太极剑	太極剣
太极图	太極図
太极图说	太極図説
太极拳	太極拳
太极门	太極門
太皇太后	太皇太后
太空天文台	太空天文台
太空游	太空遊
太空艺术	太空芸術
太谷	太谷
太谷县	太谷県
太谷灯	太谷灯
太阳升	太陽昇
太阳历	太陽暦
太阳微系统公司	太陽微系統公司
太阳照在桑干河上	太陽照在桑乾河上
太阳电池板	太陽電池板
太阳神计划	太陽神計劃
太阳系	太陽系
太阳能板	太陽能板
太阳谷	太陽谷
太阳黑子周	太陽黒子週
太阴历	太陰暦
太麻里	太麻里
太麻里乡	太麻里郷
太麻里溪	太麻里渓
夫党	夫党
夫力	伕力
夫妇关系	夫婦関係
夫妇合璧	夫婦合璧
夫妇好合	夫婦好合
夫妻关系	夫妻関係
夫娘	夫娘
夫子	夫子
夫役	伕役
夭折	夭折
央浼营干	央浼営幹
夯土建筑	夯土建築
夯干	夯幹
失之毫厘	失之毫釐
失之毫厘差之千里	失之毫釐差之千里
失之毫厘差以千里	失之毫釐差以千里
失之毫厘谬以千里	失之毫厘謬以千里
失于	失於
失体面	失体面
失信于人	失信於人
失修	失修
失准	失準
失出	失出
失张失志	失張失志
失当	失当
失忆症	失憶症
失志	失志
失据	失拠
失智症	失智症
失眠症	失眠症
失而复得	失而復得
失语症	失語症
失读症	失読症
失调症	失調症
失面子	失面子
失饥伤饱	失飢傷飽
头一回	頭一回
头上打一下脚底板响	頭上打一下脚底板響
头发	頭髪
头发上指	頭髪上指
头发了狂	頭発了狂
头发了疯	頭発了瘋
头发壳子	頭髪殻子
头发胡子一把抓	頭髪鬍子一把抓
头向前	頭向前
头回	頭回
头巾吊在水里	頭巾弔在水裏
头当	頭当
头彩	頭彩
头悬梁锥刺股	頭懸梁錐刺股
头昏眼暗	頭昏眼暗
头朝里	頭朝裏
头板	頭板
头柜	頭櫃
头破血出	頭破血出
头脑发胀	頭脳発脹
头脑简单四肢发达	頭脳簡単四肢発達
头花发	頭花髪
头足愿	頭足願
头里	頭裏
头面	頭面
头面人物	頭面人物
夷坚志	夷堅志
夸下海口	誇下海口
夸丽	夸麗
夸了	誇了
夸人	夸人
夸克	夸克
夸克星	夸克星
夸功	誇功
夸口	誇口
夸嘴	誇嘴
夸多斗靡	誇多闘靡
夸大	誇大
夸大不实	誇大不実
夸大之词	誇大之詞
夸大其词	誇大其詞
夸大其辞	誇大其辞
夸大狂	誇大狂
夸夸	誇誇
夸夸其谈	誇誇其談
夸奖	誇獎
夸姣	夸姣
夸官	誇官
夸容	夸容
夸尔	夸爾
夸张	誇張
夸张其辞	誇張其辞
夸张法	誇張法
夸强说会	誇強説会
夸得	誇得
夸成	誇成
夸才卖智	誇才売智
夸来夸去	誇来誇去
夸毗	夸毗
夸海口	誇海口
夸父	夸父
夸父逐日	夸父逐日
夸特	夸特
夸示	誇示
夸耀	誇耀
夸胜道强	誇勝道強
夸能斗智	誇能闘智
夸脱	夸脱
夸诞	夸誕
夸诞不经	夸誕不経
夸诩	誇詡
夸说	誇説
夸赞	誇讚
夸起	誇起
夸起来	誇起来
夸辩	誇弁
夸过	誇過
夸饰	誇飾
夹个	夾個
夹了	夾了
夹克	夾克
夹布子	夾布子
夹当儿	夾当児
夹彩塑	夾彩塑
夹心饼干	夾心餅乾
夹板	夾板
夹板气	夾板気
夹板船	夾板船
夹注	夾註
夹注号	夾注号
夺回	奪回
夺回去	奪回去
夺回来	奪回来
夺彩	奪彩
夺志	奪志
夺斗	奪闘
夺杯	奪盃
夺眶而出	奪眶而出
夺门而出	奪門而出
奇丑	奇醜
奇丑无比	奇醜無比
奇冤极枉	奇冤極枉
奇努克	奇努克
奇台	奇台
奇台县	奇台県
奇岩	奇巌
奇异夸克	奇異夸克
奇彩	奇彩
奇志	奇志
奇才	奇才
奇才异能	奇才異能
奇术	奇術
奇杯	奇盃
奇袭战术	奇襲戦術
奇迹	奇蹟
奇里安	奇里安
奈向	奈向
奉公克己	奉公剋己
奉别	奉別
奉复	奉復
奉干	奉干
奉毂后车	奉轂後車
奉献出	奉献出
奉系	奉系
奉系军阀	奉系軍閥
奉苹蘩	奉蘋蘩
奉药	奉薬
奉蒸尝	奉蒸嘗
奉表	奉表
奉辛比克党	奉辛比克党
奋勇向前	奮勇向前
奋勇当先	奮勇当先
奋发	奮発
奋发向上	奮発向上
奋发图强	奮発図強
奋发有为	奮発有為
奋发自强	奮発自強
奋发蹈厉	奮発蹈厲
奋志	奮志
奋斗	奮闘
奋斗不懈	奮闘不懈
奋斗到底	奮闘到底
奋斗目标	奮闘目標
奎尼匹克	奎尼匹克
奎松市	奎松市
奏了	奏了
奏于	奏於
奏出	奏出
奏出去	奏出去
奏出来	奏出来
奏折	奏摺
奏曲	奏曲
奏表	奏表
奏鸣曲	奏鳴曲
奏鸣曲式	奏鳴曲式
契努克	契努克
契合	契合
契合度	契合度
契合金兰	契合金蘭
契据	契拠
契沙比克湾	契沙比克湾
奔出	奔出
奔向	奔向
奔回	奔回
奔回来	奔回来
奖借	獎借
奖励制度	獎励制度
奖杯	獎盃
奖赞	獎賛
套个	套個
套了	套了
套出	套出
套出来	套出来
套曲	套曲
套板	套板
套汇	套匯
套种	套種
套装旅游	套装旅遊
套问出	套問出
套马杆	套馬杆
奢念	奢念
奥万大	奥万大
奥克兰	奥克蘭
奥克拉荷马	奥克拉荷馬
奥克拉荷马州	奥克拉荷馬州
奥克拉荷马市	奥克拉荷馬市
奥克斯纳德	奥克斯納徳
奥克明	奥克明
奥克苏斯河	奥克蘇斯河
奥克蒙	奥克蒙
奥兰多布鲁	奥蘭多布魯
奥占	奥佔
奥士力克	奥士力克
奥妮克西亚	奥妮克西亜
奥密克戎	奥密克戎
奥尔布赖特	奥爾布頼特
奥布里	奥布里
奥德修斯	奥徳修斯
奥托	奥托
奥托瓦兹	奥托瓦茲
奥拜克	奥拝克
奥杜伐峡谷	奥杜伐峡谷
奥林匹克	奥林匹克
奥林匹克世运	奥林匹克世運
奥林匹克体育场	奥林匹克体育場
奥林匹克日	奥林匹克日
奥林匹克精神	奥林匹克精神
奥林匹克运动会	奥林匹克運動会
奥林匹克运动会组织委员会	奥林匹克運動会組織委員会
奥特朗托	奥特朗托
奥特朗托海峡	奥特朗托海峡
奥运团	奥運団
奥迪修斯	奥迪修斯
奥里斯	奥里斯
奥里萨	奥里薩
奥里萨省	奥里薩省
奥里萨邦	奥里薩邦
奥里里亚	奥里里亜
奥陶系	奥陶系
奧克拉荷马州	奥克拉荷馬州
女丑	女丑
女丑剧场	女丑劇場
女中豪杰	女中豪傑
女乳症	女乳症
女人心海底针	女人心海底針
女仆	女僕
女仆部	女僕部
女佣	女傭
女佣人	女傭人
女修士	女修士
女修道	女修道
女修道张	女修道張
女修道院	女修道院
女同	女同
女同志	女同志
